ID segnalazione,Validità temporale,Categoria evento,Codice evento,Descrizione evento,Coord. Inizio,Coord. Fine,Coord. Media,Numero di Coord,Elenco coordinate,Tipo di rappresentazione,Data Inizio evento,Ora Inizio evento,Data Fine evento,Ora Fine evento,Località Inizio segnalazione,Origine,Località Fine segnalazione,Destinazione,Numero della strada,Lunghezza (m),Ritardo (s),Validità temporale,Probabilità,Numero segnalazioni,Ultimo aggiornamento
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43774767816019000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.5968224248,11.3695031012","44.5972516151,11.3681566323","44.5965542016,11.3678401316",25,"[[11.3695031012,44.5968224248],[11.3693649674,44.5968277964],[11.3691275919,44.5967768257],[11.3690860177,44.5967433426],[11.3689706827,44.5967097998],[11.3688043857,44.5966333437],[11.3686367477,44.5965944292],[11.3683524335,44.5965072892],[11.3682089353,44.5964844896],[11.3680708016,44.596480431],[11.3679849709,44.5964911743],[11.3679125512,44.596513974],[11.3678401316,44.5965542016],[11.3677690531,44.5966038594],[11.3677087034,44.5966776298],[11.367665788,44.5967607706],[11.3676550592,44.5968184259],[11.3676510359,44.5968774539],[11.3676644469,44.5969404808],[11.3676966334,44.596998136],[11.3677408899,44.5970383632],[11.3678052629,44.5970839621],[11.3678468371,44.5971107603],[11.3679769243,44.5971805313],[11.3681566323,44.5972516151]]",LineString,07/05/2025,11:41:30,07/05/2025,12:39:06,,,,,,30/08/1900,121,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43864215440030000,present,⛔,401,⛔Strada chiusa,"44.4722458931,11.3669429327","44.4725785089,11.3695942963","44.472028654,11.368140539",21,"[[11.3669429327,44.4722458931],[11.3670354689,44.4722097065],[11.3675920273,44.4719937832],[11.3676791991,44.4719736861],[11.3677449132,44.4719589124],[11.3677864874,44.4719589124],[11.3678361083,44.4719562208],[11.3679179157,44.471968303],[11.3680278862,44.4719897757],[11.3680882359,44.4720058653],[11.368140539,44.472028654],[11.3681740666,44.472042052],[11.368230393,44.4720756069],[11.3686166311,44.472565111],[11.3686421121,44.4725731258],[11.3686890508,44.4725758174],[11.3687453771,44.4725758174],[11.3689814115,44.4725597279],[11.3692389036,44.4725476459],[11.3693944717,44.4725597279],[11.3695942963,44.4725785089]]",LineString,7/4/2025,17:14:00,,,Bologna,,Bologna,,,09/09/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43844017704036000,present,⛔,401,⛔Strada chiusa,"44.5037310236,11.3681485856","44.5054623502,11.3720216955","44.5045088775,11.3698947037",20,"[[11.3681485856,44.5037310236],[11.3682370985,44.5037417242],[11.368320247,44.5037685655],[11.3684127832,44.5038007272],[11.3685053194,44.5038477143],[11.3685777391,44.5038744957],[11.3686501587,44.5039120376],[11.3690162803,44.5040850405],[11.3693528975,44.5042433371],[11.3695540632,44.5043385062],[11.3698947037,44.5045088775],[11.3701240326,44.5046054211],[11.3703533614,44.5047033394],[11.370385548,44.5047180451],[11.370834818,44.5049192015],[11.3712022806,44.5050962664],[11.3715992475,44.5052746458],[11.3716636205,44.5053028015],[11.3717829789,44.5053564228],[11.3720216955,44.5054623502]]",LineString,25/11/2024,08:37:30,,,Bologna,,Bologna,,,28/12/1900,,present,Certo (verificato),1,23/01/2025 - 10:24:00
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43844017776020000,present,🚧,701,🚧Lavori stradali,"44.5054623502,11.3720216955","44.5037310236,11.3681485856","44.5043385062,11.3695540632",20,"[[11.3720216955,44.5054623502],[11.3717829789,44.5053564228],[11.3716636205,44.5053028015],[11.3715992475,44.5052746458],[11.3712022806,44.5050962664],[11.370834818,44.5049192015],[11.370385548,44.5047180451],[11.3703533614,44.5047033394],[11.3701240326,44.5046054211],[11.3698947037,44.5045088775],[11.3695540632,44.5043385062],[11.3693528975,44.5042433371],[11.3690162803,44.5040850405],[11.3686501587,44.5039120376],[11.3685777391,44.5038744957],[11.3685053194,44.5038477143],[11.3684127832,44.5038007272],[11.368320247,44.5037685655],[11.3682370985,44.5037417242],[11.3681485856,44.5037310236]]",LineString,18/12/2024,10:39:30,,,Bologna,,Bologna,,,28/12/1900,,present,Probabile,3,02/05/2025 - 11:55:24
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43844017704014000,present,⛔,401,⛔Strada chiusa,"44.5043653472,11.3714235628","44.5048521893,11.3725380207","44.5048521893,11.3725380207",2,"[[11.3714235628,44.5043653472],[11.3725380207,44.5048521893]]",LineString,8/4/2025,14:16:30,,,Bologna,,Bologna,,,12/04/1900,,present,Certo (verificato),2,25/03/2025 - 20:37:00
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43852674064011001,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"44.493455467,11.3795305396","44.4933615956,11.3743404651","44.4932435685,11.3755809868",20,"[[11.3795305396,44.493455467],[11.3788881505,44.4933495179],[11.3782457615,44.4932449437],[11.3779507185,44.4931845549],[11.3774759675,44.4930839864],[11.3770441318,44.4931094574],[11.3766283894,44.4931430001],[11.376353463,44.4931617745],[11.3759591783,44.4932047044],[11.3757834936,44.4932221036],[11.3755809868,44.4932435685],[11.3755152727,44.4932475745],[11.3754307831,44.4932529557],[11.3753597046,44.4932556463],[11.3752483929,44.493263718],[11.3751773144,44.4932690394],[11.3750284518,44.4932945103],[11.3748313094,44.4933159752],[11.3744973744,44.4933468273],[11.3743404651,44.4933615956]]",LineString,7/5/2025,11:12:00,07/05/2025,12:38:06,Bologna,,Bologna,,,21/02/1901,235,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43818048980049001,present,🚗🚙🚚,115,🚗🐢🚙Rallentamenti,"44.5096157821,11.3812243546","44.523072427,11.3638087714","44.5177401898,11.3749640787",74,"[[11.3812243546,44.5096157821],[11.3811988736,44.509673464],[11.3811760748,44.5097243915],[11.381153276,44.5097673092],[11.3811452294,44.5097887681],[11.3811224306,44.5098464499],[11.3810070957,44.5100690473],[11.3809977079,44.510089191],[11.3808904196,44.5102930187],[11.3807522858,44.5105223688],[11.3806946183,44.5106108928],[11.3805766011,44.510797265],[11.380331179,44.5111178261],[11.3802936281,44.5111661223],[11.3799140955,44.5116448982],[11.3795439506,44.5121249851],[11.3795023764,44.5121812898],[11.3794768954,44.5122175113],[11.3791228438,44.5126506733],[11.3789109493,44.5129243042],[11.3786159063,44.5133091665],[11.3778058792,44.5143230415],[11.3777213896,44.5144290124],[11.3776570166,44.5145081467],[11.377521565,44.5146945662],[11.3774491454,44.5147884032],[11.3772935773,44.5149815159],[11.3770481551,44.5152899808],[11.3768174852,44.5155716083],[11.3764969612,44.5159900425],[11.376429906,44.5160772433],[11.3762770201,44.5162636578],[11.3761053587,44.5164876054],[11.3760168458,44.516596202],[11.3756359721,44.5170656097],[11.3755608702,44.5171528089],[11.3751478101,44.5175792404],[11.3749640787,44.5177401898],[11.3748634959,44.5178300177],[11.3746153916,44.5180271843],[11.3743525351,44.518216282],[11.3740990663,44.5183826085],[11.3740655387,44.5184013748],[11.3738214577,44.5185461854],[11.3734539951,44.5187567369],[11.3729242588,44.5190343434],[11.3722778464,44.5193776891],[11.371836623,44.5196043141],[11.3714463616,44.5197974705],[11.3711526597,44.5199302055],[11.3708965088,44.5200334768],[11.3707503284,44.5200951526],[11.3704928363,44.5201877259],[11.3701884056,44.5202909967],[11.369693538,44.5204438707],[11.3693891073,44.5205310051],[11.3689411784,44.5206852529],[11.3686769808,44.5207777656],[11.36839669,44.5208877885],[11.3681941832,44.5209749223],[11.3673694039,44.5213665443],[11.3671642149,44.5214563666],[11.3668624664,44.5216066079],[11.366690805,44.521684358],[11.3666706885,44.5216937406],[11.366536578,44.5217607932],[11.3656112159,44.5221993822],[11.364907136,44.5225413348],[11.3644176329,44.5227934653],[11.3641360009,44.522912807],[11.3640930856,44.5229356355],[11.3639562929,44.523001372],[11.3638583923,44.5230482838],[11.3638087714,44.523072427]]",LineString,07/05/2025,11:52:30,07/05/2025,12:38:06,Bologna,,Bologna,,RA1,03/10/1905,59,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43855559424013000,present,⛔,401,⛔Strada chiusa,"44.4954778515,11.3874578083","44.4962798502,11.3875449801","44.4961148955,11.387543639",5,"[[11.3874578083,44.4954778515],[11.3874765838,44.4956884265],[11.387543639,44.4961148955],[11.3875422979,44.4961846082],[11.3875449801,44.4962798502]]",LineString,17/04/2025,12:47:00,,,Bologna,,Bologna,,,29/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43855559496013000,present,⛔,401,⛔Strada chiusa,"44.4962798502,11.3875449801","44.4954778515,11.3874578083","44.4961148955,11.387543639",5,"[[11.3875449801,44.4962798502],[11.3875422979,44.4961846082],[11.387543639,44.4961148955],[11.3874765838,44.4956884265],[11.3874578083,44.4954778515]]",LineString,17/04/2025,18:15:00,,,Bologna,,Bologna,,,29/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43774767984028000,present,⛔,401,⛔Strada chiusa,"44.6039825835,11.3915562237","44.602373245,11.3949800635","44.6030424803,11.3934029246",15,"[[11.3915562237,44.6039825835],[11.3921436275,44.6036767965],[11.3925338889,44.6034635682],[11.3928061331,44.6033174171],[11.3931172694,44.6031510945],[11.3932232166,44.603106873],[11.3932808841,44.6030827034],[11.3934029246,44.6030424803],[11.3935558105,44.6029928877],[11.3937167431,44.6029539774],[11.3938401247,44.6029191253],[11.3939795996,44.6028708455],[11.3940707947,44.6028319352],[11.3947051371,44.6025127741],[11.3949800635,44.602373245]]",LineString,31/10/2024,08:58:00,,,Bentivoglio,,Bentivoglio,,,21/11/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43774768056028000,present,⛔,401,⛔Strada chiusa,"44.602373245,11.3949800635","44.6039825835,11.3915562237","44.6030424803,11.3934029246",15,"[[11.3949800635,44.602373245],[11.3947051371,44.6025127741],[11.3940707947,44.6028319352],[11.3939795996,44.6028708455],[11.3938401247,44.6029191253],[11.3937167431,44.6029539774],[11.3935558105,44.6029928877],[11.3934029246,44.6030424803],[11.3932808841,44.6030827034],[11.3932232166,44.603106873],[11.3931172694,44.6031510945],[11.3928061331,44.6033174171],[11.3925338889,44.6034635682],[11.3921436275,44.6036767965],[11.3915562237,44.6039825835]]",LineString,31/10/2024,10:30:00,,,Bentivoglio,,Bentivoglio,,,21/11/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43601643468012001,present,🚧,701,🚧Lavori stradali,"44.8384934966,11.4101452733","44.8384975382,11.4093674327","44.8384975382,11.4093674327",2,"[[11.4101452733,44.8384934966],[11.4093674327,44.8384975382]]",LineString,2/5/2025,08:36:00,,,Bondeno,,Bondeno,,SP67exSS468,01/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43881528288017002,present,🚗🚙🚚,108,🚗🚙🚚Code ,"44.4709919721,11.407472452","44.4685430881,11.4139365757","44.4693853541,11.4116902257",36,"[[11.407472452,44.4709919721],[11.4076990987,44.4709048235],[11.4078600312,44.4708417798],[11.4080182815,44.4707800518],[11.4081456865,44.4707290904],[11.408267727,44.4706835121],[11.4083978141,44.4706338664],[11.4087022448,44.4705185448],[11.4090160633,44.4703992154],[11.4091300572,44.4703589603],[11.4093285406,44.4702879009],[11.4095618928,44.4701926762],[11.4099226499,44.4700545643],[11.4102163518,44.4699297908],[11.4106267298,44.4697755881],[11.4108372832,44.4696910695],[11.4111537839,44.4695717384],[11.4114206637,44.4694711292],[11.4116902257,44.4693853541],[11.4118404294,44.4693142336],[11.4119423533,44.4692766695],[11.4120590294,44.4692324659],[11.4120965804,44.4692190074],[11.4121341313,44.4692042928],[11.4124452675,44.4690808932],[11.412477454,44.4690406372],[11.4125471915,44.4690138398],[11.4126973952,44.4689601851],[11.4128449167,44.4689025226],[11.4131466652,44.468792581],[11.413221767,44.4688005964],[11.4132955278,44.4687764905],[11.4135449732,44.4686865871],[11.4137407745,44.4686155255],[11.4137997831,44.4685954273],[11.4139365757,44.4685430881]]",LineString,7/5/2025,10:55:30,07/05/2025,12:40:06,San Lazzaro di Savena,,San Lazzaro di Savena,,SS9,04/08/1901,248,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43869986604008000,present,⛈️⚠️,1472,👷⚠️Personale sulla carreggiata,"44.4806680095,11.4268393422","44.4806680095,11.4268393422","44.4806680095,11.4268393422",1,"[11.4268393422,44.4806680095]",Point,07/05/2025,08:14:00,,,,,,,,,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43890184644038000,present,⛔,401,⛔Strada chiusa,"44.4583024327,11.4278331006","44.4613480709,11.4256859923","44.4600592772,11.4270713533",35,"[[11.4278331006,44.4583024327],[11.4277405644,44.4584056935],[11.4276882614,44.4584660585],[11.4276372994,44.4585331241],[11.4275984074,44.4585854124],[11.4275528098,44.4586591783],[11.4275166,44.4587409608],[11.4274495448,44.4588120344],[11.4273972417,44.4589810431],[11.427311411,44.4593283918],[11.4272711779,44.4595000314],[11.4272497202,44.4596099905],[11.4272309447,44.4596730464],[11.4272202159,44.4597226415],[11.427196076,44.4597950899],[11.4271732772,44.4598594617],[11.4271102453,44.4599882052],[11.4270713533,44.4600592772],[11.4269855226,44.460165227],[11.4269318784,44.4602282823],[11.4268540944,44.4603248394],[11.4268098379,44.4603892106],[11.4267240072,44.4604857674],[11.4266918207,44.4605246533],[11.4266328121,44.4605890243],[11.4265831912,44.4606440029],[11.4265147949,44.4607083738],[11.4264624918,44.4607486355],[11.4263592268,44.4608264069],[11.4262130464,44.4609148867],[11.4261044169,44.4609819494],[11.4260065163,44.4610476959],[11.4258992279,44.4611348592],[11.4258241261,44.461207246],[11.4256859923,44.4613480709]]",LineString,19/02/2025,08:08:00,,,San Lazzaro di Savena,,San Lazzaro di Savena,,,"388,885294",,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43546820764044000,present,⬆️⛔,513,🚦↔️Senso unico alternato,"44.9187572648,11.4310142005","44.9147231975,11.4299869145","44.9159597124,11.4307030643",17,"[[11.4310142005,44.9187572648],[11.4309846962,44.9184608553],[11.4309618975,44.9182248661],[11.4309538508,44.9181456884],[11.4309162999,44.9177541313],[11.4308546091,44.9170996307],[11.4307795073,44.916304391],[11.4307459796,44.9161246622],[11.4307030643,44.9159597124],[11.4306440557,44.9158135187],[11.4305796827,44.9156552753],[11.4305018986,44.9154943605],[11.4303235317,44.9151885557],[11.4302323366,44.9150477615],[11.4301384593,44.9149123091],[11.4300418998,44.9147808926],[11.4299869145,44.9147231975]]",LineString,07/05/2025,07:00:00,31/05/2025,23:59:00,,,,,SP19,"461,3167734",,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43543935224084000,present,⬆️⛔,513,🚦↔️Senso unico alternato,"44.9107924323,11.4251307751","44.9187572648,11.4310142005","44.9141652969,11.4294598604",38,"[[11.4251307751,44.9107924323],[11.4252903665,44.9109895706],[11.425451299,44.9111411191],[11.4257369543,44.9113731602],[11.4265335704,44.9118143859],[11.4266971851,44.9119109054],[11.4269841815,44.9120919533],[11.4272416736,44.9122730007],[11.427324822,44.9123454194],[11.4273596908,44.9123762864],[11.4274602736,44.912479572],[11.4274924601,44.9125130507],[11.4281080271,44.9130656251],[11.4283065105,44.9132292179],[11.4287772382,44.9136087561],[11.4288737977,44.9136785021],[11.4291192199,44.9138743246],[11.4293069745,44.9140245002],[11.4293860997,44.9140875382],[11.4294598604,44.9141652969],[11.4295658077,44.9142752867],[11.4299869145,44.9147231975],[11.4300418998,44.9147808926],[11.4301384593,44.9149123091],[11.4302323366,44.9150477615],[11.4303235317,44.9151885557],[11.4305018986,44.9154943605],[11.4305796827,44.9156552753],[11.4306440557,44.9158135187],[11.4307030643,44.9159597124],[11.4307459796,44.9161246622],[11.4307795073,44.916304391],[11.4308546091,44.9170996307],[11.4309162999,44.9177541313],[11.4309538508,44.9181456884],[11.4309618975,44.9182248661],[11.4309846962,44.9184608553],[11.4310142005,44.9187572648]]",LineString,07/05/2025,07:00:00,31/05/2025,23:59:00,,,,,SP19,"1045,503875",,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43610299888380000,present,⛔,401,⛔Strada chiusa,"44.8331424773,11.4618475343","44.8384934966,11.4101452733","44.8380991978,11.4291098321",148,"[[11.4618475343,44.8331424773],[11.461612841,44.833151869],[11.4612909759,44.8331639356],[11.4610281194,44.8331947857],[11.4607692863,44.8332068522],[11.4602462555,44.8332806188],[11.4596011842,44.8334134104],[11.459239086,44.8334751102],[11.4590097571,44.8335099426],[11.4586919154,44.8335984501],[11.4584397877,44.8336601498],[11.4582278932,44.8337339158],[11.4580857361,44.8337902656],[11.4579207803,44.8338653391],[11.457775941,44.8339444545],[11.457635125,44.8340249369],[11.4564629997,44.8348564434],[11.4561384524,44.8350763694],[11.4556060339,44.8354572556],[11.4555134977,44.8355175861],[11.4545961822,44.8361277827],[11.4539712275,44.8365207279],[11.4537177588,44.8366696195],[11.4535568262,44.8367634716],[11.4530244077,44.8370276713],[11.4513869191,44.8378108719],[11.4509819056,44.837995957],[11.4506010319,44.8381273706],[11.4503381754,44.8382078472],[11.4500203336,44.8382869566],[11.4492357875,44.8384640164],[11.4481092597,44.838679887],[11.4475433136,44.8387885353],[11.4470658804,44.8388609872],[11.4464731122,44.8389468119],[11.4461686815,44.8389776589],[11.4458897317,44.8389856826],[11.4456349219,44.8389776589],[11.4453962053,44.8389468119],[11.4451963807,44.8389038996],[11.4448932911,44.8388193823],[11.4444654788,44.8386812541],[11.4443125928,44.8386048198],[11.4440162087,44.8384747148],[11.4433255399,44.8381783074],[11.4427595938,44.8379355696],[11.4424082244,44.8377720004],[11.4421735311,44.8376365443],[11.4420608784,44.8375708072],[11.441697439,44.8373938042],[11.4414868856,44.8373200428],[11.4412629212,44.8372623889],[11.4407935346,44.837189935],[11.4401015247,44.8371148658],[11.4398507381,44.8370973912],[11.4393880571,44.837101433],[11.438091209,44.8371751946],[11.4371752346,44.837191302],[11.4365797842,44.8372020007],[11.4364014173,44.8372207829],[11.4361720885,44.8372436067],[11.4355860258,44.8373200428],[11.4352306331,44.8373361503],[11.4349329079,44.8373267592],[11.4348014797,44.8373227175],[11.4345855618,44.8373160011],[11.4322734977,44.8372704129],[11.4319945479,44.8372798039],[11.431828251,44.8373053024],[11.431533208,44.8373776967],[11.4302350188,44.8378068302],[11.4298796261,44.8379248711],[11.4294558371,44.8380321537],[11.4293820764,44.8380455863],[11.4291098321,44.8380991978],[11.4287705327,44.838168976],[11.4283923412,44.8382427362],[11.4281281436,44.8383245202],[11.4278183485,44.8384318021],[11.4273838306,44.8386074944],[11.4272711779,44.8386530816],[11.42661806,44.8389199471],[11.426412871,44.8390272279],[11.4262385274,44.8391009871],[11.4259273911,44.8392257414],[11.4255907739,44.8393531701],[11.4252045358,44.8394886222],[11.4238567258,44.8399445448],[11.4224660004,44.840435411],[11.4223278666,44.8404783222],[11.4221414531,44.8405373399],[11.4218397046,44.8406178131],[11.4214306677,44.8407089843],[11.4211946333,44.8407532623],[11.4211745168,44.8407573037],[11.4209264124,44.8407988477],[11.4207064713,44.8408296937],[11.4205388332,44.8408538237],[11.4202853645,44.8408793206],[11.4200412835,44.8409034505],[11.4199514295,44.8409115335],[11.4194927717,44.8409396454],[11.4192004109,44.8409544443],[11.4189630354,44.8409665093],[11.4185070599,44.8409826157],[11.418405136,44.8409839232],[11.4181181396,44.8409865977],[11.4176071788,44.8409798818],[11.4174355174,44.8409732253],[11.4171029235,44.8409584264],[11.4169621075,44.8409450539],[11.4168467725,44.8409342964],[11.4166617001,44.840907492],[11.4165865982,44.840895427],[11.4164632166,44.8408685632],[11.4163411761,44.8408431257],[11.4161440338,44.8407881497],[11.4159026349,44.8407157003],[11.4156572128,44.8406298782],[11.4155807699,44.8406030736],[11.4153675342,44.8405199258],[11.4152012373,44.8404474761],[11.4151475931,44.8404247129],[11.4151154066,44.8404086063],[11.4149933661,44.8403469139],[11.4149128998,44.8403066772],[11.4148230458,44.8402570498],[11.4147962237,44.8402409431],[11.4146111513,44.8401283155],[11.4145789648,44.8401054928],[11.4143590237,44.8399512609],[11.4138574506,44.8395824697],[11.4136254395,44.8394296034],[11.4135355855,44.8393773007],[11.4134738947,44.8393410454],[11.4133813585,44.8392927842],[11.4133263732,44.8392633044],[11.4132043327,44.839208327],[11.4131667818,44.83919222],[11.4129562283,44.8391103778],[11.4129374529,44.8391037211],[11.4125042761,44.8389588773],[11.4123929644,44.8389239887],[11.4118940736,44.8387670791],[11.4112329091,44.838624909],[11.4107782746,44.8385243437],[11.4105154181,44.8384948636],[11.4101452733,44.8384934966]]",LineString,31/01/2025,12:56:30,,,,,Mirabello,,SP67exSS468,"4500,667234",,present,Probabile,, - 
